code|name|text
GP094|Tumis bandeng|Tumis bandeng per 100 gram memiliki kandungan zat gizi seperti 1.9 g zat abu, 70.5 g zat air, 0.4 mg zat besi, 0 mcg zat beta-karoten, 189 zat energi, 129 mg zat fosfor, 280.0 mg zat kalium, 56 mg zat kalsium, 0.6 g zat karbohidrat, 0 mcg zat karoten total, 15.7 g zat lemak, 314 mg zat natrium, 0 mg zat niasin, 11.3 g zat protein, 579 mcg zat retinol, 0.02 mg zat riboflavin, 0.7 mg zat seng, 0 g zat serat, 0.10 mg zat tembaga, 0.46 mg zat thiamin dan 0 mg zat vitamin c. 
GP095|Tumis keumamah|Tumis keumamah per 100 gram memiliki kandungan zat gizi seperti 4.3 g zat abu, 45.7 g zat air, 0 mg zat besi, 8 mcg zat beta-karoten, 300 zat energi, 0 mg zat fosfor, 0 mg zat kalium, 0 mg zat kalsium, 15.5 g zat karbohidrat, 0 mcg zat karoten total, 20.0 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 14.5 g zat protein, 0 mcg zat retinol, 0.04 mg zat riboflavin, 0 mg zat seng, 4.5 g zat serat, 0 mg zat tembaga, 0.63 mg zat thiamin dan 7 mg zat vitamin c. 
GR001|Ikan tawes segar|Ikan tawes segar per 100 gram memiliki kandungan zat gizi seperti 2.1 g zat abu, 81.5 g zat air, 1.5 mg zat besi, 0 mcg zat beta-karoten, 70 zat energi, 155 mg zat fosfor, 169.0 mg zat kalium, 49 mg zat kalsium, 1.0 g zat karbohidrat, 0 mcg zat karoten total, 0.8 g zat lemak, 55 mg zat natrium, 7.7 mg zat niasin, 14.6 g zat protein, 0 mcg zat retinol, 0.12 mg zat riboflavin, 1.2 mg zat seng, 0.0 g zat serat, 0.20 mg zat tembaga, 0.22 mg zat thiamin dan 0 mg zat vitamin c. 
GR002|Ikan giru segar|Ikan giru segar per 100 gram memiliki kandungan zat gizi seperti 4.1 g zat abu, 79.5 g zat air, 3.0 mg zat besi, 3 mcg zat beta-karoten, 93 zat energi, 199 mg zat fosfor, 175.9 mg zat kalium, 60 mg zat kalsium, 6.1 g zat karbohidrat, 71 mcg zat karoten total, 1.5 g zat lemak, 33 mg zat natrium, 2.7 mg zat niasin, 12.8 g zat protein, 51 mcg zat retinol, 0.00 mg zat riboflavin, 1.0 mg zat seng, 0.0 g zat serat, 0.10 mg zat tembaga, 0.06 mg zat thiamin dan 0 mg zat vitamin c. 
GR003|Ikan kakap sirip hitam segar|Ikan kakap sirip hitam segar per 100 gram memiliki kandungan zat gizi seperti 0.9 g zat abu, 82.2 g zat air, 1.8 mg zat besi, 20 mcg zat beta-karoten, 75 zat energi, 200 mg zat fosfor, 204.1 mg zat kalium, 32 mg zat kalsium, 0.1 g zat karbohidrat, 0 mcg zat karoten total, 0.7 g zat lemak, 37 mg zat natrium, 2.5 mg zat niasin, 16.1 g zat protein, 0 mcg zat retinol, 0.00 mg zat riboflavin, 1.3 mg zat seng, 0.0 g zat serat, 1.60 mg zat tembaga, 0.08 mg zat thiamin dan 0 mg zat vitamin c. 
GR004|Ikan bandeng segar|Ikan bandeng segar per 100 gram memiliki kandungan zat gizi seperti 2.0 g zat abu, 66.0 g zat air, 0.4 mg zat besi, 0 mcg zat beta-karoten, 193 zat energi, 150 mg zat fosfor, 264.9 mg zat kalium, 48 mg zat kalsium, 0.0 g zat karbohidrat, 0 mcg zat karoten total, 13.0 g zat lemak, 118 mg zat natrium, 4.1 mg zat niasin, 19.0 g zat protein, 45 mcg zat retinol, 0.10 mg zat riboflavin, 0.2 mg zat seng, 0.0 g zat serat, 0.10 mg zat tembaga, 0.01 mg zat thiamin dan 0 mg zat vitamin c. 
GR005|Ikan kembung segar|Ikan kembung segar per 100 gram memiliki kandungan zat gizi seperti 1.5 g zat abu, 76.5 g zat air, 2.0 mg zat besi, 0 mcg zat beta-karoten, 107 zat energi, 202 mg zat fosfor, 253.4 mg zat kalium, 54 mg zat kalsium, 1.5 g zat karbohidrat, 0 mcg zat karoten total, 3.9 g zat lemak, 86 mg zat natrium, 2.5 mg zat niasin, 16.5 g zat protein, 25 mcg zat retinol, 0.10 mg zat riboflavin, 1.0 mg zat seng, 0.0 g zat serat, 0.50 mg zat tembaga, 0.05 mg zat thiamin dan 0 mg zat vitamin c. 
GR006|Ikan baronang segar|Ikan baronang segar per 100 gram memiliki kandungan zat gizi seperti 1.3 g zat abu, 73.7 g zat air, 3.0 mg zat besi, 0 mcg zat beta-karoten, 112 zat energi, 120 mg zat fosfor, 258.7 mg zat kalium, 98 mg zat kalsium, 3.7 g zat karbohidrat, 0 mcg zat karoten total, 1.3 g zat lemak, 148 mg zat natrium, 0.3 mg zat niasin, 20.0 g zat protein, 0 mcg zat retinol, 0.00 mg zat riboflavin, 0.1 mg zat seng, 0.0 g zat serat, 0.00 mg zat tembaga, 0.07 mg zat thiamin dan 0 mg zat vitamin c. 
GR007|Ikan seluang segar|Ikan seluang segar per 100 gram memiliki kandungan zat gizi seperti 1.2 g zat abu, 74.0 g zat air, 2.0 mg zat besi, 21 mcg zat beta-karoten, 123 zat energi, 150 mg zat fosfor, 271.1 mg zat kalium, 20 mg zat kalsium, 0.0 g zat karbohidrat, 0 mcg zat karoten total, 4.8 g zat lemak, 67 mg zat natrium, 6.0 mg zat niasin, 20.0 g zat protein, 45 mcg zat retinol, 0.10 mg zat riboflavin, 0.9 mg zat seng, 0.0 g zat serat, 0.00 mg zat tembaga, 0.05 mg zat thiamin dan 0 mg zat vitamin c. 
GR008|Ikan baung segar|Ikan baung segar per 100 gram memiliki kandungan zat gizi seperti 1.4 g zat abu, 73.5 g zat air, 7.3 mg zat besi, 62 mcg zat beta-karoten, 111 zat energi, 278 mg zat fosfor, 338.7 mg zat kalium, 68 mg zat kalsium, 4.8 g zat karbohidrat, 0 mcg zat karoten total, 0.9 g zat lemak, 99 mg zat natrium, 7.3 mg zat niasin, 19.4 g zat protein, 0 mcg zat retinol, 0.20 mg zat riboflavin, 0.6 mg zat seng, 0.0 g zat serat, 0.20 mg zat tembaga, 0.03 mg zat thiamin dan 0 mg zat vitamin c. 
GR009|Ikan bawal perak segar|Ikan bawal perak segar per 100 gram memiliki kandungan zat gizi seperti 1.2 g zat abu, 80.0 g zat air, 3.8 mg zat besi, 0 mcg zat beta-karoten, 78 zat energi, 521 mg zat fosfor, 692.0 mg zat kalium, 26 mg zat kalsium, 3.7 g zat karbohidrat, 0 mcg zat karoten total, 0.6 g zat lemak, 26 mg zat natrium, 3.0 mg zat niasin, 14.5 g zat protein, 732 mcg zat retinol, 0.04 mg zat riboflavin, 4.1 mg zat seng, 0.0 g zat serat, 4.70 mg zat tembaga, 0.20 mg zat thiamin dan 0 mg zat vitamin c. 
GR010|Ikan belida segar|Ikan belida segar per 100 gram memiliki kandungan zat gizi seperti 1.1 g zat abu, 75.7 g zat air, 0.0 mg zat besi, 0 mcg zat beta-karoten, 115 zat energi, 207 mg zat fosfor, 361.0 mg zat kalium, 0 mg zat kalsium, 4.2 g zat karbohidrat, 0 mcg zat karoten total, 4.6 g zat lemak, 42 mg zat natrium, 1.1 mg zat niasin, 14.5 g zat protein, 0 mcg zat retinol, 0.04 mg zat riboflavin, 0.9 mg zat seng, 0.0 g zat serat, 0.20 mg zat tembaga, 1.20 mg zat thiamin dan 0 mg zat vitamin c. 
GR011|Belut sawah segar|Belut sawah segar per 100 gram memiliki kandungan zat gizi seperti 1.2 g zat abu, 74.9 g zat air, 1.3 mg zat besi, 0 mcg zat beta-karoten, 123 zat energi, 146 mg zat fosfor, 349.0 mg zat kalium, 5 mg zat kalsium, 3.3 g zat karbohidrat, 0 mcg zat karoten total, 5.5 g zat lemak, 32 mg zat natrium, 1.2 mg zat niasin, 15.1 g zat protein, 0 mcg zat retinol, 0.03 mg zat riboflavin, 0.7 mg zat seng, 0.0 g zat serat, 0.10 mg zat tembaga, 0.20 mg zat thiamin dan 0 mg zat vitamin c. 
GR012|Belut laut segar|Belut laut segar per 100 gram memiliki kandungan zat gizi seperti 1.3 g zat abu, 78.0 g zat air, 2.0 mg zat besi, 0 mcg zat beta-karoten, 91 zat energi, 150 mg zat fosfor, 233.3 mg zat kalium, 20 mg zat kalsium, 0.0 g zat karbohidrat, 0 mcg zat karoten total, 1.7 g zat lemak, 129 mg zat natrium, 1.8 mg zat niasin, 19.0 g zat protein, 45 mcg zat retinol, 0.10 mg zat riboflavin, 0.3 mg zat seng, 0.0 g zat serat, 0.10 mg zat tembaga, 0.05 mg zat thiamin dan 0 mg zat vitamin c. 
GR013|Ikan bintik segar|Ikan bintik segar per 100 gram memiliki kandungan zat gizi seperti 2.3 g zat abu, 79.2 g zat air, 1.3 mg zat besi, 0 mcg zat beta-karoten, 80 zat energi, 315 mg zat fosfor, 356.0 mg zat kalium, 303 mg zat kalsium, 2.2 g zat karbohidrat, 0 mcg zat karoten total, 1.4 g zat lemak, 41 mg zat natrium, 1.4 mg zat niasin, 14.7 g zat protein, 0 mcg zat retinol, 0.14 mg zat riboflavin, 0.8 mg zat seng, 0.0 g zat serat, 0.00 mg zat tembaga, 1.20 mg zat thiamin dan 0 mg zat vitamin c. 
GR014|Ikan gurami cium segar|Ikan gurami cium segar per 100 gram memiliki kandungan zat gizi seperti 9.0 g zat abu, 70.0 g zat air, 1.0 mg zat besi, 0 mcg zat beta-karoten, 109 zat energi, 500 mg zat fosfor, 323.5 mg zat kalium, 500 mg zat kalsium, 0.0 g zat karbohidrat, 0 mcg zat karoten total, 4.0 g zat lemak, 109 mg zat natrium, 2.6 mg zat niasin, 17.0 g zat protein, 45 mcg zat retinol, 0.10 mg zat riboflavin, 1.3 mg zat seng, 0.0 g zat serat, 0.60 mg zat tembaga, 0.05 mg zat thiamin dan 0 mg zat vitamin c. 
GR015|Ikan mas segar|Ikan mas segar per 100 gram memiliki kandungan zat gizi seperti 1.4 g zat abu, 79.1 g zat air, 1.0 mg zat besi, 0 mcg zat beta-karoten, 90 zat energi, 265 mg zat fosfor, 207.0 mg zat kalium, 125 mg zat kalsium, 2.1 g zat karbohidrat, 0 mcg zat karoten total, 2.5 g zat lemak, 35 mg zat natrium, 2.9 mg zat niasin, 14.9 g zat protein, 0 mcg zat retinol, 0.03 mg zat riboflavin, 0.6 mg zat seng, 0.0 g zat serat, 0.40 mg zat tembaga, 0.36 mg zat thiamin dan 0 mg zat vitamin c. 
GR016|Ikan kuwe gerong segar|Ikan kuwe gerong segar per 100 gram memiliki kandungan zat gizi seperti 10.6 g zat abu, 68.3 g zat air, 1.5 mg zat besi, 0 mcg zat beta-karoten, 88 zat energi, 1760 mg zat fosfor, 202.0 mg zat kalium, 27 mg zat kalsium, 6.2 g zat karbohidrat, 0 mcg zat karoten total, 0.7 g zat lemak, 217 mg zat natrium, 2.7 mg zat niasin, 14.2 g zat protein, 0 mcg zat retinol, 0.09 mg zat riboflavin, 4.1 mg zat seng, 0.0 g zat serat, 0.00 mg zat tembaga, 0.72 mg zat thiamin dan 0 mg zat vitamin c. 
GR017|Ikan haring segar|Ikan haring segar per 100 gram memiliki kandungan zat gizi seperti 1.6 g zat abu, 75.5 g zat air, 0.4 mg zat besi, 0 mcg zat beta-karoten, 100 zat energi, 90 mg zat fosfor, 390.0 mg zat kalium, 90 mg zat kalsium, 4.9 g zat karbohidrat, 0 mcg zat karoten total, 2.4 g zat lemak, 390 mg zat natrium, 0 mg zat niasin, 14.7 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0.8 mg zat seng, 0 g zat serat, 0.70 mg zat tembaga, 0 mg zat thiamin dan 0 mg zat vitamin c. 
GR018|Ikan cakalang segar|Ikan cakalang segar per 100 gram memiliki kandungan zat gizi seperti 1.5 g zat abu, 66.7 g zat air, 0.5 mg zat besi, 0 mcg zat beta-karoten, 134 zat energi, 29 mg zat fosfor, 489.0 mg zat kalium, 29 mg zat kalsium, 5.0 g zat karbohidrat, 0 mcg zat karoten total, 1.3 g zat lemak, 197 mg zat natrium, 0.8 mg zat niasin, 25.5 g zat protein, 0 mcg zat retinol, 0.02 mg zat riboflavin, 0.5 mg zat seng, 0 g zat serat, 0.10 mg zat tembaga, 0.30 mg zat thiamin dan 0 mg zat vitamin c. 
GR019|Hati cakalang segar|Hati cakalang segar per 100 gram memiliki kandungan zat gizi seperti 1.2 g zat abu, 73.0 g zat air, 2.9 mg zat besi, 0 mcg zat beta-karoten, 107 zat energi, 242 mg zat fosfor, 239.0 mg zat kalium, 23 mg zat kalsium, 5.5 g zat karbohidrat, 0 mcg zat karoten total, 0.7 g zat lemak, 66 mg zat natrium, 21.7 mg zat niasin, 19.6 g zat protein, 386 mcg zat retinol, 0.05 mg zat riboflavin, 0.6 mg zat seng, 0.0 g zat serat, 0.20 mg zat tembaga, 0.17 mg zat thiamin dan 0 mg zat vitamin c. 
GR020|Jantung cakalang segar|Jantung cakalang segar per 100 gram memiliki kandungan zat gizi seperti 1.4 g zat abu, 73.4 g zat air, 0.9 mg zat besi, 0 mcg zat beta-karoten, 120 zat energi, 30 mg zat fosfor, 280.0 mg zat kalium, 30 mg zat kalsium, 10.0 g zat karbohidrat, 0 mcg zat karoten total, 3.9 g zat lemak, 420 mg zat natrium, 0.2 mg zat niasin, 11.3 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 4.3 mg zat seng, 0 g zat serat, 1.60 mg zat tembaga, 0 mg zat thiamin dan 0 mg zat vitamin c. 
GR021|Perut cakalang segar|Perut cakalang segar per 100 gram memiliki kandungan zat gizi seperti 1.1 g zat abu, 76.3 g zat air, 3.4 mg zat besi, 0 mcg zat beta-karoten, 116 zat energi, 40 mg zat fosfor, 250.0 mg zat kalium, 10 mg zat kalsium, 10.2 g zat karbohidrat, 0 mcg zat karoten total, 1.2 g zat lemak, 360 mg zat natrium, 0.1 mg zat niasin, 11.2 g zat protein, 908 mcg zat retinol, 0 mg zat riboflavin, 1.9 mg zat seng, 0 g zat serat, 0.50 mg zat tembaga, 0 mg zat thiamin dan 0 mg zat vitamin c. 
GR022|Cumi-cumi segar|Cumi-cumi segar per 100 gram memiliki kandungan zat gizi seperti 0.9 g zat abu, 79.1 g zat air, 2.1 mg zat besi, 0 mcg zat beta-karoten, 86 zat energi, 110 mg zat fosfor, 210.0 mg zat kalium, 20 mg zat kalsium, 8.7 g zat karbohidrat, 0 mcg zat karoten total, 1.1 g zat lemak, 230 mg zat natrium, 0.3 mg zat niasin, 10.2 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 9.3 mg zat seng, 0 g zat serat, 0.30 mg zat tembaga, 0.24 mg zat thiamin dan 0 mg zat vitamin c. 
GR023|Ikan daun segar|Ikan daun segar per 100 gram memiliki kandungan zat gizi seperti 1.2 g zat abu, 78.6 g zat air, 0.8 mg zat besi, 0 mcg zat beta-karoten, 101 zat energi, 210 mg zat fosfor, 270.0 mg zat kalium, 80 mg zat kalsium, 4.6 g zat karbohidrat, 0 mcg zat karoten total, 4.1 g zat lemak, 120 mg zat natrium, 0.1 mg zat niasin, 11.5 g zat protein, 0 mcg zat retinol, 0.07 mg zat riboflavin, 0.9 mg zat seng, 0.0 g zat serat, 0.10 mg zat tembaga, 0.08 mg zat thiamin dan 0 mg zat vitamin c. 
GR024|Ikan ekor kuning segar|Ikan ekor kuning segar per 100 gram memiliki kandungan zat gizi seperti 0.3 g zat abu, 74.1 g zat air, 0.5 mg zat besi, 29 mcg zat beta-karoten, 108 zat energi, 220 mg zat fosfor, 230.0 mg zat kalium, 30 mg zat kalsium, 2.1 g zat karbohidrat, 0 mcg zat karoten total, 1.2 g zat lemak, 50 mg zat natrium, 0.2 mg zat niasin, 22.3 g zat protein, 40 mcg zat retinol, 0.10 mg zat riboflavin, 0.6 mg zat seng, 0.0 g zat serat, 0.10 mg zat tembaga, 0.00 mg zat thiamin dan 0 mg zat vitamin c. 
GR025|Ikan gabus segar|Ikan gabus segar per 100 gram memiliki kandungan zat gizi seperti 1.1 g zat abu, 79.6 g zat air, 0.1 mg zat besi, 0 mcg zat beta-karoten, 80 zat energi, 139 mg zat fosfor, 254.0 mg zat kalium, 170 mg zat kalsium, 2.6 g zat karbohidrat, 0 mcg zat karoten total, 0.5 g zat lemak, 65 mg zat natrium, 0.1 mg zat niasin, 16.2 g zat protein, 335 mcg zat retinol, 0.20 mg zat riboflavin, 0.4 mg zat seng, 0.0 g zat serat, 0.30 mg zat tembaga, 0.40 mg zat thiamin dan 0 mg zat vitamin c. 
GR026|Ikan heu segar|Ikan heu segar per 100 gram memiliki kandungan zat gizi seperti 6.2 g zat abu, 75.6 g zat air, 2.1 mg zat besi, 0 mcg zat beta-karoten, 81 zat energi, 990 mg zat fosfor, 210.0 mg zat kalium, 1910 mg zat kalsium, 6.6 g zat karbohidrat, 0 mcg zat karoten total, 1.6 g zat lemak, 240 mg zat natrium, 0.2 mg zat niasin, 10.0 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 2.7 mg zat seng, 0 g zat serat, 0.10 mg zat tembaga, 0.87 mg zat thiamin dan 0 mg zat vitamin c. 
GR027|Ikan rohu segar|Ikan rohu segar per 100 gram memiliki kandungan zat gizi seperti 1.1 g zat abu, 78.2 g zat air, 0.4 mg zat besi, 0 mcg zat beta-karoten, 101 zat energi, 140 mg zat fosfor, 210.0 mg zat kalium, 50 mg zat kalsium, 6.7 g zat karbohidrat, 0 mcg zat karoten total, 3.7 g zat lemak, 70 mg zat natrium, 0.1 mg zat niasin, 10.3 g zat protein, 67 mcg zat retinol, 0.10 mg zat riboflavin, 0.4 mg zat seng, 0.0 g zat serat, 0 mg zat tembaga, 0.00 mg zat thiamin dan 0 mg zat vitamin c. 
GR028|Ikan hiu segar|Ikan hiu segar per 100 gram memiliki kandungan zat gizi seperti 1.1 g zat abu, 85.7 g zat air, 2.0 mg zat besi, 0 mcg zat beta-karoten, 57 zat energi, 206 mg zat fosfor, 0 mg zat kalium, 75 mg zat kalsium, 2.2 g zat karbohidrat, 0 mcg zat karoten total, 0.3 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 10.7 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 0.0 g zat serat, 0.02 mg zat tembaga, 0.05 mg zat thiamin dan 0 mg zat vitamin c. 
GR029|Ikan jarum segar|Ikan jarum segar per 100 gram memiliki kandungan zat gizi seperti 1.2 g zat abu, 80.7 g zat air, 1.7 mg zat besi, 0 mcg zat beta-karoten, 77 zat energi, 170 mg zat fosfor, 0 mg zat kalium, 94 mg zat kalsium, 1.6 g zat karbohidrat, 0 mcg zat karoten total, 0.9 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 15.6 g zat protein, 18 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 0.0 g zat serat, 0 mg zat tembaga, 0.07 mg zat thiamin dan 0 mg zat vitamin c. 
GR030|Ikan kakap segar|Ikan kakap segar per 100 gram memiliki kandungan zat gizi seperti 2.3 g zat abu, 77.0 g zat air, 1.0 mg zat besi, 0 mcg zat beta-karoten, 92 zat energi, 200 mg zat fosfor, 0 mg zat kalium, 20 mg zat kalsium, 0.0 g zat karbohidrat, 0 mcg zat karoten total, 0.7 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 20.0 g zat protein, 9 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 0.0 g zat serat, 0 mg zat tembaga, 0.05 mg zat thiamin dan 0 mg zat vitamin c. 
GR031|Ikan kakatua segar|Ikan kakatua segar per 100 gram memiliki kandungan zat gizi seperti 1.3 g zat abu, 79.7 g zat air, 0.4 mg zat besi, 0 mcg zat beta-karoten, 82 zat energi, 160 mg zat fosfor, 300.0 mg zat kalium, 20 mg zat kalsium, 6.4 g zat karbohidrat, 0 mcg zat karoten total, 1.2 g zat lemak, 90 mg zat natrium, 0.2 mg zat niasin, 11.4 g zat protein, 18 mcg zat retinol, 0 mg zat riboflavin, 0.3 mg zat seng, 0 g zat serat, 0.10 mg zat tembaga, 0 mg zat thiamin dan 0 mg zat vitamin c. 
GR032|Ikan air tawar mas segar|Ikan air tawar mas segar per 100 gram memiliki kandungan zat gizi seperti 1.3 g zat abu, 80.3 g zat air, 0.9 mg zat besi, 0 mcg zat beta-karoten, 77 zat energi, 248 mg zat fosfor, 334.0 mg zat kalium, 182 mg zat kalsium, 1.3 g zat karbohidrat, 0 mcg zat karoten total, 0.7 g zat lemak, 40 mg zat natrium, 1.9 mg zat niasin, 16.4 g zat protein, 0 mcg zat retinol, 0.15 mg zat riboflavin, 0.8 mg zat seng, 0.0 g zat serat, 0.70 mg zat tembaga, 0.16 mg zat thiamin dan 0 mg zat vitamin c. 
GR033|Ikan kamera segar|Ikan kamera segar per 100 gram memiliki kandungan zat gizi seperti 1.3 g zat abu, 78.5 g zat air, 0.3 mg zat besi, 0 mcg zat beta-karoten, 86 zat energi, 170 mg zat fosfor, 290.0 mg zat kalium, 50 mg zat kalsium, 0.0 g zat karbohidrat, 0 mcg zat karoten total, 0.8 g zat lemak, 90 mg zat natrium, 0.1 mg zat niasin, 19.7 g zat protein, 26 mcg zat retinol, 0.08 mg zat riboflavin, 0.1 mg zat seng, 0.0 g zat serat, 0.30 mg zat tembaga, 0 mg zat thiamin dan 0 mg zat vitamin c. 
GR034|Ikan tempang melayu segar|Ikan tempang melayu segar per 100 gram memiliki kandungan zat gizi seperti 1.3 g zat abu, 74.2 g zat air, 1.2 mg zat besi, 0 mcg zat beta-karoten, 132 zat energi, 272 mg zat fosfor, 229.0 mg zat kalium, 151 mg zat kalsium, 0.8 g zat karbohidrat, 0 mcg zat karoten total, 6.7 g zat lemak, 78 mg zat natrium, 0 mg zat niasin, 17.0 g zat protein, 0 mcg zat retinol, 0.03 mg zat riboflavin, 0.7 mg zat seng, 0.0 g zat serat, 0.90 mg zat tembaga, 0.07 mg zat thiamin dan 0 mg zat vitamin c. 
GR035|Ikan tongkol segar|Ikan tongkol segar per 100 gram memiliki kandungan zat gizi seperti 1.7 g zat abu, 76.1 g zat air, 1.5 mg zat besi, 0 mcg zat beta-karoten, 110 zat energi, 300 mg zat fosfor, 300.0 mg zat kalium, 80 mg zat kalsium, 5.4 g zat karbohidrat, 0 mcg zat karoten total, 4.2 g zat lemak, 340 mg zat natrium, 0.2 mg zat niasin, 12.6 g zat protein, 146 mcg zat retinol, 0 mg zat riboflavin, 1.4 mg zat seng, 0 g zat serat, 0.20 mg zat tembaga, 0 mg zat thiamin dan 0 mg zat vitamin c. 
GR036|Ikan kembung india segar|Ikan kembung india segar per 100 gram memiliki kandungan zat gizi seperti 3.4 g zat abu, 77.2 g zat air, 2.4 mg zat besi, 0 mcg zat beta-karoten, 93 zat energi, 217 mg zat fosfor, 255.3 mg zat kalium, 65 mg zat kalsium, 0.8 g zat karbohidrat, 0 mcg zat karoten total, 2.1 g zat lemak, 137 mg zat natrium, 1.6 mg zat niasin, 16.5 g zat protein, 0 mcg zat retinol, 0.09 mg zat riboflavin, 0.7 mg zat seng, 0.0 g zat serat, 0.34 mg zat tembaga, 0.01 mg zat thiamin dan 0 mg zat vitamin c. 
GR037|Bekicot segar|Bekicot segar per 100 gram memiliki kandungan zat gizi seperti 1.2 g zat abu, 82.1 g zat air, 2.0 mg zat besi, 0 mcg zat beta-karoten, 70 zat energi, 72 mg zat fosfor, 101.0 mg zat kalium, 53 mg zat kalsium, 5.2 g zat karbohidrat, 0 mcg zat karoten total, 0.7 g zat lemak, 342 mg zat natrium, 5.8 mg zat niasin, 10.8 g zat protein, 401 mcg zat retinol, 0.05 mg zat riboflavin, 0.5 mg zat seng, 0 g zat serat, 0.50 mg zat tembaga, 0.22 mg zat thiamin dan 0 mg zat vitamin c. 
GR038|Kepiting segar|Kepiting segar per 100 gram memiliki kandungan zat gizi seperti 9.2 g zat abu, 65.0 g zat air, 0.0 mg zat besi, 0 mcg zat beta-karoten, 161 zat energi, 237 mg zat fosfor, 0 mg zat kalium, 70 mg zat kalsium, 2.4 g zat karbohidrat, 0 mcg zat karoten total, 11.5 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 11.9 g zat protein, 0 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 0.0 g zat serat, 0 mg zat tembaga, 0.05 mg zat thiamin dan 0 mg zat vitamin c. 
GR039|Kerang segar|Kerang segar per 100 gram memiliki kandungan zat gizi seperti 2.3 g zat abu, 74.0 g zat air, 2.0 mg zat besi, 0 mcg zat beta-karoten, 109 zat energi, 150 mg zat fosfor, 0 mg zat kalium, 50 mg zat kalsium, 0.0 g zat karbohidrat, 0 mcg zat karoten total, 1.7 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 22.0 g zat protein, 45 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 0.0 g zat serat, 0 mg zat tembaga, 0.05 mg zat thiamin dan 0 mg zat vitamin c. 
GR040|Ikan buntal segar|Ikan buntal segar per 100 gram memiliki kandungan zat gizi seperti 0.5 g zat abu, 80.1 g zat air, 2.2 mg zat besi, 0 mcg zat beta-karoten, 82 zat energi, 229 mg zat fosfor, 0 mg zat kalium, 48 mg zat kalsium, 0.4 g zat karbohidrat, 0 mcg zat karoten total, 1.0 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 18.0 g zat protein, 4 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 0.0 g zat serat, 0 mg zat tembaga, 0.04 mg zat thiamin dan 0 mg zat vitamin c. 
GR041|Kerang laut besar segar|Kerang laut besar segar per 100 gram memiliki kandungan zat gizi seperti 1.1 g zat abu, 77.6 g zat air, 0.7 mg zat besi, 0 mcg zat beta-karoten, 90 zat energi, 270 mg zat fosfor, 281.0 mg zat kalium, 88 mg zat kalsium, 0.0 g zat karbohidrat, 0 mcg zat karoten total, 0.9 g zat lemak, 56 mg zat natrium, 0.2 mg zat niasin, 20.4 g zat protein, 1047 mcg zat retinol, 0.03 mg zat riboflavin, 0.9 mg zat seng, 0 g zat serat, 0.30 mg zat tembaga, 0.32 mg zat thiamin dan 0 mg zat vitamin c. 
GR042|Katak segar|Katak segar per 100 gram memiliki kandungan zat gizi seperti 1.0 g zat abu, 76.0 g zat air, 1.0 mg zat besi, 0 mcg zat beta-karoten, 112 zat energi, 100 mg zat fosfor, 0 mg zat kalium, 20 mg zat kalsium, 0.0 g zat karbohidrat, 0 mcg zat karoten total, 3.0 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 20.0 g zat protein, 30 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 0.0 g zat serat, 0 mg zat tembaga, 0.05 mg zat thiamin dan 0 mg zat vitamin c. 
GR043|Penyu segar|Penyu segar per 100 gram memiliki kandungan zat gizi seperti 0.9 g zat abu, 78.3 g zat air, 2.0 mg zat besi, 0 mcg zat beta-karoten, 104 zat energi, 143 mg zat fosfor, 0 mg zat kalium, 30 mg zat kalsium, 2.0 g zat karbohidrat, 0 mcg zat karoten total, 3.2 g zat lemak, 0 mg zat natrium, 0 mg zat niasin, 15.6 g zat protein, 33 mcg zat retinol, 0 mg zat riboflavin, 0 mg zat seng, 0.0 g zat serat, 0 mg zat tembaga, 0.03 mg zat thiamin dan 0 mg zat vitamin c. 
GR044|Ikan senangin segar|Ikan senangin segar per 100 gram memiliki kandungan zat gizi seperti 1.5 g zat abu, 75.6 g zat air, 0.5 mg zat besi, 0 mcg zat beta-karoten, 99 zat energi, 330 mg zat fosfor, 282.0 mg zat kalium, 164 mg zat kalsium, 0.9 g zat karbohidrat, 0 mcg zat karoten total, 1.4 g zat lemak, 76 mg zat natrium, 0.5 mg zat niasin, 20.6 g zat protein, 661 mcg zat retinol, 0.02 mg zat riboflavin, 0.9 mg zat seng, 0 g zat serat, 0.20 mg zat tembaga, 0.30 mg zat thiamin dan 0 mg zat vitamin c. 
