FOOD_CODE|Nutrient/Ingridient|Value (per 100gr)|Name|Group|Type
BP029|Niasin (Niacin)|0.1 mg|Cassava, getuk|Starchy Roots & Tubers|Processed/Products
BP029|Vitamin C (Vit. C)|0 mg|Cassava, getuk|Starchy Roots & Tubers|Processed/Products
BP030|Air (Water)|47.5 g|Gurandil|Starchy Roots & Tubers|Processed/Products
BP030|Energi (Energy)|218 Kal|Gurandil|Starchy Roots & Tubers|Processed/Products
BP030|Protein (Protein)|0.5 g|Gurandil|Starchy Roots & Tubers|Processed/Products
BP030|Lemak (Fat)|2.5 g|Gurandil|Starchy Roots & Tubers|Processed/Products
BP030|Karbohidrat (CHO)|48.5 g|Gurandil|Starchy Roots & Tubers|Processed/Products
BP030|Serat (Fibre)|3.1 g|Gurandil|Starchy Roots & Tubers|Processed/Products
BP030|Abu (ASH)|1.0 g|Gurandil|Starchy Roots & Tubers|Processed/Products
BP030|Kalsium (Ca)|50 mg|Gurandil|Starchy Roots & Tubers|Processed/Products
BP030|Fosfor (P)|25 mg|Gurandil|Starchy Roots & Tubers|Processed/Products
BP030|Besi (Fe)|2.8 mg|Gurandil|Starchy Roots & Tubers|Processed/Products
BP030|Karoten Total (Re)|0 mcg|Gurandil|Starchy Roots & Tubers|Processed/Products
BP030|Thiamin (Vit. B1)|0.19 mg|Gurandil|Starchy Roots & Tubers|Processed/Products
BP030|Vitamin C (Vit. C)|0 mg|Gurandil|Starchy Roots & Tubers|Processed/Products
BP031|Air (Water)|58.9 g|Kabuto|Starchy Roots & Tubers|Processed/Products
BP031|Energi (Energy)|250 Kal|Kabuto|Starchy Roots & Tubers|Processed/Products
BP031|Protein (Protein)|2.6 g|Kabuto|Starchy Roots & Tubers|Processed/Products
BP031|Lemak (Fat)|2.5 g|Kabuto|Starchy Roots & Tubers|Processed/Products
BP031|Karbohidrat (CHO)|35.4 g|Kabuto|Starchy Roots & Tubers|Processed/Products
BP031|Serat (Fibre)|1.8 g|Kabuto|Starchy Roots & Tubers|Processed/Products
BP031|Abu (ASH)|0.6 g|Kabuto|Starchy Roots & Tubers|Processed/Products
BP031|Kalsium (Ca)|35 mg|Kabuto|Starchy Roots & Tubers|Processed/Products
BP031|Fosfor (P)|49 mg|Kabuto|Starchy Roots & Tubers|Processed/Products
BP031|Besi (Fe)|1.1 mg|Kabuto|Starchy Roots & Tubers|Processed/Products
BP031|Natrium (Na)|2 mg|Kabuto|Starchy Roots & Tubers|Processed/Products
BP031|Kalium (K)|218.0 mg|Kabuto|Starchy Roots & Tubers|Processed/Products
BP031|Beta-Karoten (Carotenes)|0 mcg|Kabuto|Starchy Roots & Tubers|Processed/Products
BP031|Karoten Total (Re)|0 mcg|Kabuto|Starchy Roots & Tubers|Processed/Products
BP031|Thiamin (Vit. B1)|0.10 mg|Kabuto|Starchy Roots & Tubers|Processed/Products
BP031|Riboflavin (Vit. B2)|0.10 mg|Kabuto|Starchy Roots & Tubers|Processed/Products
BP031|Niasin (Niacin)|0.6 mg|Kabuto|Starchy Roots & Tubers|Processed/Products
BP032|Air (Water)|79.6 g|Kapurung|Starchy Roots & Tubers|Processed/Products
BP032|Energi (Energy)|41 Kal|Kapurung|Starchy Roots & Tubers|Processed/Products
BP032|Protein (Protein)|2.0 g|Kapurung|Starchy Roots & Tubers|Processed/Products
BP032|Lemak (Fat)|0.3 g|Kapurung|Starchy Roots & Tubers|Processed/Products
BP032|Karbohidrat (CHO)|7.8 g|Kapurung|Starchy Roots & Tubers|Processed/Products
BP032|Serat (Fibre)|2.0 g|Kapurung|Starchy Roots & Tubers|Processed/Products
BP032|Abu (ASH)|0.6 g|Kapurung|Starchy Roots & Tubers|Processed/Products
BP032|Kalsium (Ca)|34 mg|Kapurung|Starchy Roots & Tubers|Processed/Products
BP032|Fosfor (P)|12 mg|Kapurung|Starchy Roots & Tubers|Processed/Products
BP032|Besi (Fe)|0.3 mg|Kapurung|Starchy Roots & Tubers|Processed/Products
BP032|Natrium (Na)|185 mg|Kapurung|Starchy Roots & Tubers|Processed/Products
BP032|Kalium (K)|566.0 mg|Kapurung|Starchy Roots & Tubers|Processed/Products
BP032|Tembaga (Cu)|0.10 mg|Kapurung|Starchy Roots & Tubers|Processed/Products
BP032|Seng (Zn)|0.3 mg|Kapurung|Starchy Roots & Tubers|Processed/Products
BP032|Retinol (Vit. A)|0 mcg|Kapurung|Starchy Roots & Tubers|Processed/Products
BP032|Beta-Karoten (Carotenes)|213 mcg|Kapurung|Starchy Roots & Tubers|Processed/Products
BP032|Thiamin (Vit. B1)|0.12 mg|Kapurung|Starchy Roots & Tubers|Processed/Products
BP032|Riboflavin (Vit. B2)|0.25 mg|Kapurung|Starchy Roots & Tubers|Processed/Products
BP032|Niasin (Niacin)|2.7 mg|Kapurung|Starchy Roots & Tubers|Processed/Products
BP032|Vitamin C (Vit. C)|15 mg|Kapurung|Starchy Roots & Tubers|Processed/Products
BP033|Air (Water)|3.7 g|Cassava, kecimpring, fried|Starchy Roots & Tubers|Processed/Products
BP033|Energi (Energy)|464 Kal|Cassava, kecimpring, fried|Starchy Roots & Tubers|Processed/Products
BP033|Protein (Protein)|1.2 g|Cassava, kecimpring, fried|Starchy Roots & Tubers|Processed/Products
BP033|Lemak (Fat)|18.6 g|Cassava, kecimpring, fried|Starchy Roots & Tubers|Processed/Products
BP033|Karbohidrat (CHO)|73.0 g|Cassava, kecimpring, fried|Starchy Roots & Tubers|Processed/Products
BP033|Serat (Fibre)|1.3 g|Cassava, kecimpring, fried|Starchy Roots & Tubers|Processed/Products
BP033|Abu (ASH)|3.5 g|Cassava, kecimpring, fried|Starchy Roots & Tubers|Processed/Products
BP033|Kalsium (Ca)|82 mg|Cassava, kecimpring, fried|Starchy Roots & Tubers|Processed/Products
BP033|Fosfor (P)|52 mg|Cassava, kecimpring, fried|Starchy Roots & Tubers|Processed/Products
BP033|Besi (Fe)|3.4 mg|Cassava, kecimpring, fried|Starchy Roots & Tubers|Processed/Products
BP033|Karoten Total (Re)|3,320 mcg|Cassava, kecimpring, fried|Starchy Roots & Tubers|Processed/Products
BP033|Thiamin (Vit. B1)|0.34 mg|Cassava, kecimpring, fried|Starchy Roots & Tubers|Processed/Products
BP033|Vitamin C (Vit. C)|0 mg|Cassava, kecimpring, fried|Starchy Roots & Tubers|Processed/Products
BP034|Air (Water)|6.7 g|Keremes|Starchy Roots & Tubers|Processed/Products
BP034|Energi (Energy)|475 Kal|Keremes|Starchy Roots & Tubers|Processed/Products
BP034|Protein (Protein)|1.6 g|Keremes|Starchy Roots & Tubers|Processed/Products
BP034|Lemak (Fat)|25.2 g|Keremes|Starchy Roots & Tubers|Processed/Products
BP034|Karbohidrat (CHO)|64.4 g|Keremes|Starchy Roots & Tubers|Processed/Products
BP034|Serat (Fibre)|2.1 g|Keremes|Starchy Roots & Tubers|Processed/Products
BP034|Abu (ASH)|2.1 g|Keremes|Starchy Roots & Tubers|Processed/Products
BP034|Kalsium (Ca)|153 mg|Keremes|Starchy Roots & Tubers|Processed/Products
BP034|Fosfor (P)|88 mg|Keremes|Starchy Roots & Tubers|Processed/Products
BP034|Besi (Fe)|1.0 mg|Keremes|Starchy Roots & Tubers|Processed/Products
BP034|Retinol (Vit. A)|0 mcg|Keremes|Starchy Roots & Tubers|Processed/Products
BP034|Karoten Total (Re)|1,000 mcg|Keremes|Starchy Roots & Tubers|Processed/Products
BP034|Thiamin (Vit. B1)|0.00 mg|Keremes|Starchy Roots & Tubers|Processed/Products
BP034|Vitamin C (Vit. C)|0 mg|Keremes|Starchy Roots & Tubers|Processed/Products
BP035|Air (Water)|4.0 g|Gadung, chips|Starchy Roots & Tubers|Processed/Products
BP035|Energi (Energy)|446 Kal|Gadung, chips|Starchy Roots & Tubers|Processed/Products
BP035|Protein (Protein)|2.8 g|Gadung, chips|Starchy Roots & Tubers|Processed/Products
BP035|Lemak (Fat)|14.5 g|Gadung, chips|Starchy Roots & Tubers|Processed/Products
BP035|Karbohidrat (CHO)|76.0 g|Gadung, chips|Starchy Roots & Tubers|Processed/Products
BP035|Serat (Fibre)|1.7 g|Gadung, chips|Starchy Roots & Tubers|Processed/Products
BP035|Abu (ASH)|2.8 g|Gadung, chips|Starchy Roots & Tubers|Processed/Products
BP035|Kalsium (Ca)|147 mg|Gadung, chips|Starchy Roots & Tubers|Processed/Products
BP035|Fosfor (P)|52 mg|Gadung, chips|Starchy Roots & Tubers|Processed/Products
BP035|Besi (Fe)|1.9 mg|Gadung, chips|Starchy Roots & Tubers|Processed/Products
BP035|Retinol (Vit. A)|0 mcg|Gadung, chips|Starchy Roots & Tubers|Processed/Products
BP035|Beta-Karoten (Carotenes)|0 mcg|Gadung, chips|Starchy Roots & Tubers|Processed/Products
BP035|Karoten Total (Re)|0 mcg|Gadung, chips|Starchy Roots & Tubers|Processed/Products
BP035|Thiamin (Vit. B1)|0.95 mg|Gadung, chips|Starchy Roots & Tubers|Processed/Products
BP035|Vitamin C (Vit. C)|0 mg|Gadung, chips|Starchy Roots & Tubers|Processed/Products
BP036|Air (Water)|7.8 g|Potato, chips|Starchy Roots & Tubers|Processed/Products
BP036|Energi (Energy)|448 Kal|Potato, chips|Starchy Roots & Tubers|Processed/Products
BP036|Protein (Protein)|2.7 g|Potato, chips|Starchy Roots & Tubers|Processed/Products
BP036|Lemak (Fat)|18.8 g|Potato, chips|Starchy Roots & Tubers|Processed/Products
BP036|Karbohidrat (CHO)|67.1 g|Potato, chips|Starchy Roots & Tubers|Processed/Products
BP036|Serat (Fibre)|3.8 g|Potato, chips|Starchy Roots & Tubers|Processed/Products
BP036|Abu (ASH)|3.6 g|Potato, chips|Starchy Roots & Tubers|Processed/Products
BP036|Kalsium (Ca)|25 mg|Potato, chips|Starchy Roots & Tubers|Processed/Products
BP036|Fosfor (P)|130 mg|Potato, chips|Starchy Roots & Tubers|Processed/Products
BP036|Besi (Fe)|1.2 mg|Potato, chips|Starchy Roots & Tubers|Processed/Products
BP036|Natrium (Na)|712 mg|Potato, chips|Starchy Roots & Tubers|Processed/Products
BP036|Kalium (K)|406.0 mg|Potato, chips|Starchy Roots & Tubers|Processed/Products
BP036|Tembaga (Cu)|1.10 mg|Potato, chips|Starchy Roots & Tubers|Processed/Products
BP036|Beta-Karoten (Carotenes)|15 mcg|Potato, chips|Starchy Roots & Tubers|Processed/Products
BP036|Thiamin (Vit. B1)|0.10 mg|Potato, chips|Starchy Roots & Tubers|Processed/Products
BP036|Riboflavin (Vit. B2)|0.05 mg|Potato, chips|Starchy Roots & Tubers|Processed/Products
BP036|Niasin (Niacin)|2.8 mg|Potato, chips|Starchy Roots & Tubers|Processed/Products
BP036|Vitamin C (Vit. C)|0 mg|Potato, chips|Starchy Roots & Tubers|Processed/Products
BP037|Air (Water)|4.2 g|Cassava, chips|Starchy Roots & Tubers|Processed/Products
BP037|Energi (Energy)|478 Kal|Cassava, chips|Starchy Roots & Tubers|Processed/Products
BP037|Protein (Protein)|0.9 g|Cassava, chips|Starchy Roots & Tubers|Processed/Products
BP037|Lemak (Fat)|20.7 g|Cassava, chips|Starchy Roots & Tubers|Processed/Products
BP037|Karbohidrat (CHO)|72.0 g|Cassava, chips|Starchy Roots & Tubers|Processed/Products
BP037|Serat (Fibre)|2.0 g|Cassava, chips|Starchy Roots & Tubers|Processed/Products
BP037|Abu (ASH)|2.2 g|Cassava, chips|Starchy Roots & Tubers|Processed/Products
BP037|Kalsium (Ca)|189 mg|Cassava, chips|Starchy Roots & Tubers|Processed/Products
BP037|Fosfor (P)|101 mg|Cassava, chips|Starchy Roots & Tubers|Processed/Products
BP037|Besi (Fe)|1.9 mg|Cassava, chips|Starchy Roots & Tubers|Processed/Products
BP037|Retinol (Vit. A)|0 mcg|Cassava, chips|Starchy Roots & Tubers|Processed/Products
BP037|Beta-Karoten (Carotenes)|0 mcg|Cassava, chips|Starchy Roots & Tubers|Processed/Products
BP037|Karoten Total (Re)|0 mcg|Cassava, chips|Starchy Roots & Tubers|Processed/Products
BP037|Thiamin (Vit. B1)|0.24 mg|Cassava, chips|Starchy Roots & Tubers|Processed/Products
BP037|Vitamin C (Vit. C)|0 mg|Cassava, chips|Starchy Roots & Tubers|Processed/Products
BP038|Air (Water)|2.2 g|Cassava, chips, seasoned|Starchy Roots & Tubers|Processed/Products
BP038|Energi (Energy)|481 Kal|Cassava, chips, seasoned|Starchy Roots & Tubers|Processed/Products
BP038|Protein (Protein)|2.2 g|Cassava, chips, seasoned|Starchy Roots & Tubers|Processed/Products
BP038|Lemak (Fat)|19.7 g|Cassava, chips, seasoned|Starchy Roots & Tubers|Processed/Products
BP038|Karbohidrat (CHO)|73.6 g|Cassava, chips, seasoned|Starchy Roots & Tubers|Processed/Products
BP038|Serat (Fibre)|1.6 g|Cassava, chips, seasoned|Starchy Roots & Tubers|Processed/Products
BP038|Abu (ASH)|2.3 g|Cassava, chips, seasoned|Starchy Roots & Tubers|Processed/Products
BP038|Kalsium (Ca)|156 mg|Cassava, chips, seasoned|Starchy Roots & Tubers|Processed/Products
BP038|Fosfor (P)|103 mg|Cassava, chips, seasoned|Starchy Roots & Tubers|Processed/Products
BP038|Besi (Fe)|1.6 mg|Cassava, chips, seasoned|Starchy Roots & Tubers|Processed/Products
BP038|Retinol (Vit. A)|0 mcg|Cassava, chips, seasoned|Starchy Roots & Tubers|Processed/Products
BP038|Karoten Total (Re)|80 mcg|Cassava, chips, seasoned|Starchy Roots & Tubers|Processed/Products
BP038|Thiamin (Vit. B1)|0.31 mg|Cassava, chips, seasoned|Starchy Roots & Tubers|Processed/Products
BP038|Vitamin C (Vit. C)|0 mg|Cassava, chips, seasoned|Starchy Roots & Tubers|Processed/Products
BP039|Air (Water)|6.0 g|Sweet potato, chips|Starchy Roots & Tubers|Processed/Products
BP039|Energi (Energy)|486 Kal|Sweet potato, chips|Starchy Roots & Tubers|Processed/Products
BP039|Protein (Protein)|0.2 g|Sweet potato, chips|Starchy Roots & Tubers|Processed/Products
BP039|Lemak (Fat)|23.9 g|Sweet potato, chips|Starchy Roots & Tubers|Processed/Products
BP039|Karbohidrat (CHO)|67.6 g|Sweet potato, chips|Starchy Roots & Tubers|Processed/Products
BP039|Serat (Fibre)|14.3 g|Sweet potato, chips|Starchy Roots & Tubers|Processed/Products
BP039|Abu (ASH)|2.3 g|Sweet potato, chips|Starchy Roots & Tubers|Processed/Products
BP039|Kalsium (Ca)|68 mg|Sweet potato, chips|Starchy Roots & Tubers|Processed/Products
BP039|Fosfor (P)|92 mg|Sweet potato, chips|Starchy Roots & Tubers|Processed/Products
BP039|Besi (Fe)|0.9 mg|Sweet potato, chips|Starchy Roots & Tubers|Processed/Products
BP039|Natrium (Na)|52 mg|Sweet potato, chips|Starchy Roots & Tubers|Processed/Products
BP039|Kalium (K)|2.0 mg|Sweet potato, chips|Starchy Roots & Tubers|Processed/Products
BP039|Tembaga (Cu)|0.70 mg|Sweet potato, chips|Starchy Roots & Tubers|Processed/Products
BP039|Seng (Zn)|2.3 mg|Sweet potato, chips|Starchy Roots & Tubers|Processed/Products
BP039|Retinol (Vit. A)|0 mcg|Sweet potato, chips|Starchy Roots & Tubers|Processed/Products
BP039|Beta-Karoten (Carotenes)|920 mcg|Sweet potato, chips|Starchy Roots & Tubers|Processed/Products
BP039|Thiamin (Vit. B1)|0.10 mg|Sweet potato, chips|Starchy Roots & Tubers|Processed/Products
BP039|Riboflavin (Vit. B2)|0.10 mg|Sweet potato, chips|Starchy Roots & Tubers|Processed/Products
BP039|Niasin (Niacin)|0.5 mg|Sweet potato, chips|Starchy Roots & Tubers|Processed/Products
BP039|Vitamin C (Vit. C)|0 mg|Sweet potato, chips|Starchy Roots & Tubers|Processed/Products
BP040|Air (Water)|3.4 g|Squid, chips, fried|Starchy Roots & Tubers|Processed/Products
BP040|Energi (Energy)|444 Kal|Squid, chips, fried|Starchy Roots & Tubers|Processed/Products
BP040|Protein (Protein)|6.9 g|Squid, chips, fried|Starchy Roots & Tubers|Processed/Products
BP040|Lemak (Fat)|14.6 g|Squid, chips, fried|Starchy Roots & Tubers|Processed/Products
BP040|Karbohidrat (CHO)|71.3 g|Squid, chips, fried|Starchy Roots & Tubers|Processed/Products
BP040|Serat (Fibre)|5.0 g|Squid, chips, fried|Starchy Roots & Tubers|Processed/Products
BP040|Abu (ASH)|3.8 g|Squid, chips, fried|Starchy Roots & Tubers|Processed/Products
BP040|Kalsium (Ca)|47 mg|Squid, chips, fried|Starchy Roots & Tubers|Processed/Products
BP040|Fosfor (P)|375 mg|Squid, chips, fried|Starchy Roots & Tubers|Processed/Products
BP040|Besi (Fe)|1.8 mg|Squid, chips, fried|Starchy Roots & Tubers|Processed/Products
BP040|Natrium (Na)|837 mg|Squid, chips, fried|Starchy Roots & Tubers|Processed/Products
BP040|Kalium (K)|191.0 mg|Squid, chips, fried|Starchy Roots & Tubers|Processed/Products
BP040|Tembaga (Cu)|0.10 mg|Squid, chips, fried|Starchy Roots & Tubers|Processed/Products
BP040|Seng (Zn)|0.3 mg|Squid, chips, fried|Starchy Roots & Tubers|Processed/Products
BP040|Thiamin (Vit. B1)|0.40 mg|Squid, chips, fried|Starchy Roots & Tubers|Processed/Products
BP040|Riboflavin (Vit. B2)|0.10 mg|Squid, chips, fried|Starchy Roots & Tubers|Processed/Products
BP040|Niasin (Niacin)|1.8 mg|Squid, chips, fried|Starchy Roots & Tubers|Processed/Products
BP040|Vitamin C (Vit. C)|0 mg|Squid, chips, fried|Starchy Roots & Tubers|Processed/Products
BP041|Air (Water)|14.2 g|Kemplang  (fish), chips, raw|Starchy Roots & Tubers|Processed/Products
BP041|Energi (Energy)|325 Kal|Kemplang  (fish), chips, raw|Starchy Roots & Tubers|Processed/Products
BP041|Protein (Protein)|1.8 g|Kemplang  (fish), chips, raw|Starchy Roots & Tubers|Processed/Products
BP041|Lemak (Fat)|0.4 g|Kemplang  (fish), chips, raw|Starchy Roots & Tubers|Processed/Products
BP041|Karbohidrat (CHO)|78.5 g|Kemplang  (fish), chips, raw|Starchy Roots & Tubers|Processed/Products
BP041|Serat (Fibre)|4.5 g|Kemplang  (fish), chips, raw|Starchy Roots & Tubers|Processed/Products
BP041|Abu (ASH)|5.1 g|Kemplang  (fish), chips, raw|Starchy Roots & Tubers|Processed/Products
BP041|Kalsium (Ca)|59 mg|Kemplang  (fish), chips, raw|Starchy Roots & Tubers|Processed/Products
BP041|Fosfor (P)|268 mg|Kemplang  (fish), chips, raw|Starchy Roots & Tubers|Processed/Products
BP041|Besi (Fe)|2.3 mg|Kemplang  (fish), chips, raw|Starchy Roots & Tubers|Processed/Products
BP041|Natrium (Na)|1,123 mg|Kemplang  (fish), chips, raw|Starchy Roots & Tubers|Processed/Products
BP041|Kalium (K)|273.0 mg|Kemplang  (fish), chips, raw|Starchy Roots & Tubers|Processed/Products
BP041|Tembaga (Cu)|0.20 mg|Kemplang  (fish), chips, raw|Starchy Roots & Tubers|Processed/Products
BP041|Seng (Zn)|0.5 mg|Kemplang  (fish), chips, raw|Starchy Roots & Tubers|Processed/Products
BP041|Retinol (Vit. A)|32 mcg|Kemplang  (fish), chips, raw|Starchy Roots & Tubers|Processed/Products
BP041|Beta-Karoten (Carotenes)|0 mcg|Kemplang  (fish), chips, raw|Starchy Roots & Tubers|Processed/Products
BP041|Thiamin (Vit. B1)|0.60 mg|Kemplang  (fish), chips, raw|Starchy Roots & Tubers|Processed/Products
BP041|Riboflavin (Vit. B2)|0.10 mg|Kemplang  (fish), chips, raw|Starchy Roots & Tubers|Processed/Products
BP041|Niasin (Niacin)|2.3 mg|Kemplang  (fish), chips, raw|Starchy Roots & Tubers|Processed/Products
BP041|Vitamin C (Vit. C)|0 mg|Kemplang  (fish), chips, raw|Starchy Roots & Tubers|Processed/Products
BP042|Air (Water)|5.8 g|Kemplang, chips, fried|Starchy Roots & Tubers|Processed/Products
BP042|Energi (Energy)|504 Kal|Kemplang, chips, fried|Starchy Roots & Tubers|Processed/Products
BP042|Protein (Protein)|5.6 g|Kemplang, chips, fried|Starchy Roots & Tubers|Processed/Products
BP042|Lemak (Fat)|28.1 g|Kemplang, chips, fried|Starchy Roots & Tubers|Processed/Products
BP042|Karbohidrat (CHO)|57.1 g|Kemplang, chips, fried|Starchy Roots & Tubers|Processed/Products
BP042|Serat (Fibre)|0.3 g|Kemplang, chips, fried|Starchy Roots & Tubers|Processed/Products
BP042|Abu (ASH)|3.4 g|Kemplang, chips, fried|Starchy Roots & Tubers|Processed/Products
BP042|Kalsium (Ca)|50 mg|Kemplang, chips, fried|Starchy Roots & Tubers|Processed/Products
BP042|Fosfor (P)|94 mg|Kemplang, chips, fried|Starchy Roots & Tubers|Processed/Products
BP042|Besi (Fe)|2.9 mg|Kemplang, chips, fried|Starchy Roots & Tubers|Processed/Products
BP042|Retinol (Vit. A)|6 mcg|Kemplang, chips, fried|Starchy Roots & Tubers|Processed/Products
BP042|Karoten Total (Re)|280 mcg|Kemplang, chips, fried|Starchy Roots & Tubers|Processed/Products
BP042|Thiamin (Vit. B1)|0.31 mg|Kemplang, chips, fried|Starchy Roots & Tubers|Processed/Products
BP042|Vitamin C (Vit. C)|0 mg|Kemplang, chips, fried|Starchy Roots & Tubers|Processed/Products
BP043|Air (Water)|9.4 g|Kemplang, chips, roasted|Starchy Roots & Tubers|Processed/Products
BP043|Energi (Energy)|356 Kal|Kemplang, chips, roasted|Starchy Roots & Tubers|Processed/Products
BP043|Protein (Protein)|9.7 g|Kemplang, chips, roasted|Starchy Roots & Tubers|Processed/Products
BP043|Lemak (Fat)|1.1 g|Kemplang, chips, roasted|Starchy Roots & Tubers|Processed/Products
BP043|Karbohidrat (CHO)|76.9 g|Kemplang, chips, roasted|Starchy Roots & Tubers|Processed/Products
BP043|Serat (Fibre)|1.0 g|Kemplang, chips, roasted|Starchy Roots & Tubers|Processed/Products
BP043|Abu (ASH)|3.0 g|Kemplang, chips, roasted|Starchy Roots & Tubers|Processed/Products
BP043|Kalsium (Ca)|62 mg|Kemplang, chips, roasted|Starchy Roots & Tubers|Processed/Products
BP043|Fosfor (P)|129 mg|Kemplang, chips, roasted|Starchy Roots & Tubers|Processed/Products
BP043|Besi (Fe)|2.9 mg|Kemplang, chips, roasted|Starchy Roots & Tubers|Processed/Products
BP043|Retinol (Vit. A)|7 mcg|Kemplang, chips, roasted|Starchy Roots & Tubers|Processed/Products
BP043|Karoten Total (Re)|280 mcg|Kemplang, chips, roasted|Starchy Roots & Tubers|Processed/Products
BP043|Thiamin (Vit. B1)|0.36 mg|Kemplang, chips, roasted|Starchy Roots & Tubers|Processed/Products
BP043|Vitamin C (Vit. C)|0 mg|Kemplang, chips, roasted|Starchy Roots & Tubers|Processed/Products
BP044|Air (Water)|7.2 g|Yellow, noodle, chips, fried|Starchy Roots & Tubers|Processed/Products
BP044|Energi (Energy)|476 Kal|Yellow, noodle, chips, fried|Starchy Roots & Tubers|Processed/Products
BP044|Protein (Protein)|0.1 g|Yellow, noodle, chips, fried|Starchy Roots & Tubers|Processed/Products
BP044|Lemak (Fat)|21.1 g|Yellow, noodle, chips, fried|Starchy Roots & Tubers|Processed/Products
BP044|Karbohidrat (CHO)|71.3 g|Yellow, noodle, chips, fried|Starchy Roots & Tubers|Processed/Products
BP044|Serat (Fibre)|4.2 g|Yellow, noodle, chips, fried|Starchy Roots & Tubers|Processed/Products
BP044|Abu (ASH)|0.3 g|Yellow, noodle, chips, fried|Starchy Roots & Tubers|Processed/Products
BP044|Kalsium (Ca)|57 mg|Yellow, noodle, chips, fried|Starchy Roots & Tubers|Processed/Products
BP044|Fosfor (P)|36 mg|Yellow, noodle, chips, fried|Starchy Roots & Tubers|Processed/Products
BP044|Besi (Fe)|4.6 mg|Yellow, noodle, chips, fried|Starchy Roots & Tubers|Processed/Products
BP044|Kalium (K)|109.0 mg|Yellow, noodle, chips, fried|Starchy Roots & Tubers|Processed/Products
BP044|Tembaga (Cu)|0.10 mg|Yellow, noodle, chips, fried|Starchy Roots & Tubers|Processed/Products
BP044|Seng (Zn)|0.2 mg|Yellow, noodle, chips, fried|Starchy Roots & Tubers|Processed/Products
BP044|Retinol (Vit. A)|0 mcg|Yellow, noodle, chips, fried|Starchy Roots & Tubers|Processed/Products
BP044|Karoten Total (Re)|333 mcg|Yellow, noodle, chips, fried|Starchy Roots & Tubers|Processed/Products
BP044|Thiamin (Vit. B1)|0.22 mg|Yellow, noodle, chips, fried|Starchy Roots & Tubers|Processed/Products
BP044|Riboflavin (Vit. B2)|0.00 mg|Yellow, noodle, chips, fried|Starchy Roots & Tubers|Processed/Products
BP044|Niasin (Niacin)|0.9 mg|Yellow, noodle, chips, fried|Starchy Roots & Tubers|Processed/Products
BP044|Vitamin C (Vit. C)|0 mg|Yellow, noodle, chips, fried|Starchy Roots & Tubers|Processed/Products
BP045|Air (Water)|4.4 g|Shrimp, chips, fried|Starchy Roots & Tubers|Processed/Products
BP045|Energi (Energy)|477 Kal|Shrimp, chips, fried|Starchy Roots & Tubers|Processed/Products
BP045|Protein (Protein)|4.7 g|Shrimp, chips, fried|Starchy Roots & Tubers|Processed/Products
BP045|Lemak (Fat)|20.5 g|Shrimp, chips, fried|Starchy Roots & Tubers|Processed/Products
BP045|Karbohidrat (CHO)|68.5 g|Shrimp, chips, fried|Starchy Roots & Tubers|Processed/Products
BP045|Serat (Fibre)|5.0 g|Shrimp, chips, fried|Starchy Roots & Tubers|Processed/Products
BP045|Abu (ASH)|1.9 g|Shrimp, chips, fried|Starchy Roots & Tubers|Processed/Products
BP045|Kalsium (Ca)|24 mg|Shrimp, chips, fried|Starchy Roots & Tubers|Processed/Products
BP045|Fosfor (P)|188 mg|Shrimp, chips, fried|Starchy Roots & Tubers|Processed/Products
BP045|Besi (Fe)|0.9 mg|Shrimp, chips, fried|Starchy Roots & Tubers|Processed/Products
BP045|Natrium (Na)|449 mg|Shrimp, chips, fried|Starchy Roots & Tubers|Processed/Products
BP045|Kalium (K)|109.0 mg|Shrimp, chips, fried|Starchy Roots & Tubers|Processed/Products
BP045|Tembaga (Cu)|0.10 mg|Shrimp, chips, fried|Starchy Roots & Tubers|Processed/Products
BP045|Seng (Zn)|0.2 mg|Shrimp, chips, fried|Starchy Roots & Tubers|Processed/Products
BP045|Beta-Karoten (Carotenes)|0 mcg|Shrimp, chips, fried|Starchy Roots & Tubers|Processed/Products
BP045|Thiamin (Vit. B1)|0.20 mg|Shrimp, chips, fried|Starchy Roots & Tubers|Processed/Products
BP045|Riboflavin (Vit. B2)|0.00 mg|Shrimp, chips, fried|Starchy Roots & Tubers|Processed/Products
BP045|Niasin (Niacin)|0.9 mg|Shrimp, chips, fried|Starchy Roots & Tubers|Processed/Products
BP045|Vitamin C (Vit. C)|0 mg|Shrimp, chips, fried|Starchy Roots & Tubers|Processed/Products
BP046|Air (Water)|16.1 g|Bangket, kue|Starchy Roots & Tubers|Processed/Products
BP046|Energi (Energy)|338 Kal|Bangket, kue|Starchy Roots & Tubers|Processed/Products
BP046|Protein (Protein)|1.5 g|Bangket, kue|Starchy Roots & Tubers|Processed/Products
BP046|Lemak (Fat)|1.2 g|Bangket, kue|Starchy Roots & Tubers|Processed/Products
BP046|Karbohidrat (CHO)|80.3 g|Bangket, kue|Starchy Roots & Tubers|Processed/Products
BP046|Abu (ASH)|0.9 g|Bangket, kue|Starchy Roots & Tubers|Processed/Products
BP046|Kalsium (Ca)|34 mg|Bangket, kue|Starchy Roots & Tubers|Processed/Products
BP046|Fosfor (P)|35 mg|Bangket, kue|Starchy Roots & Tubers|Processed/Products
BP046|Besi (Fe)|0.3 mg|Bangket, kue|Starchy Roots & Tubers|Processed/Products
BP046|Natrium (Na)|67 mg|Bangket, kue|Starchy Roots & Tubers|Processed/Products
