FOOD_CODE|Nutrient/Ingridient|Value (per 100gr)|Name|Group|Type
FP073|Abu (ASH)|1.5 g|Saudara soup, dish|Meat and Poultry|Processed/Products
FP073|Kalsium (Ca)|10 mg|Saudara soup, dish|Meat and Poultry|Processed/Products
FP073|Fosfor (P)|174 mg|Saudara soup, dish|Meat and Poultry|Processed/Products
FP073|Besi (Fe)|9.0 mg|Saudara soup, dish|Meat and Poultry|Processed/Products
FP073|Natrium (Na)|274 mg|Saudara soup, dish|Meat and Poultry|Processed/Products
FP073|Kalium (K)|50.0 mg|Saudara soup, dish|Meat and Poultry|Processed/Products
FP073|Tembaga (Cu)|0.20 mg|Saudara soup, dish|Meat and Poultry|Processed/Products
FP073|Seng (Zn)|1.1 mg|Saudara soup, dish|Meat and Poultry|Processed/Products
FP073|Thiamin (Vit. B1)|0.09 mg|Saudara soup, dish|Meat and Poultry|Processed/Products
FP073|Riboflavin (Vit. B2)|0.12 mg|Saudara soup, dish|Meat and Poultry|Processed/Products
FP073|Niasin (Niacin)|2.0 mg|Saudara soup, dish|Meat and Poultry|Processed/Products
FP073|Vitamin C (Vit. C)|0 mg|Saudara soup, dish|Meat and Poultry|Processed/Products
FP074|Air (Water)|89.9 g|Soto bandung, dish|Meat and Poultry|Processed/Products
FP074|Energi (Energy)|42 Kal|Soto bandung, dish|Meat and Poultry|Processed/Products
FP074|Protein (Protein)|3.9 g|Soto bandung, dish|Meat and Poultry|Processed/Products
FP074|Lemak (Fat)|1.7 g|Soto bandung, dish|Meat and Poultry|Processed/Products
FP074|Karbohidrat (CHO)|2.8 g|Soto bandung, dish|Meat and Poultry|Processed/Products
FP074|Serat (Fibre)|0.4 g|Soto bandung, dish|Meat and Poultry|Processed/Products
FP074|Abu (ASH)|1.8 g|Soto bandung, dish|Meat and Poultry|Processed/Products
FP074|Kalsium (Ca)|74 mg|Soto bandung, dish|Meat and Poultry|Processed/Products
FP074|Fosfor (P)|75 mg|Soto bandung, dish|Meat and Poultry|Processed/Products
FP074|Besi (Fe)|1.8 mg|Soto bandung, dish|Meat and Poultry|Processed/Products
FP074|Retinol (Vit. A)|6 mcg|Soto bandung, dish|Meat and Poultry|Processed/Products
FP074|Beta-Karoten (Carotenes)|20 mcg|Soto bandung, dish|Meat and Poultry|Processed/Products
FP074|Karoten Total (Re)|0 mcg|Soto bandung, dish|Meat and Poultry|Processed/Products
FP074|Niasin (Niacin)|0.0 mg|Soto bandung, dish|Meat and Poultry|Processed/Products
FP074|Vitamin C (Vit. C)|0 mg|Soto bandung, dish|Meat and Poultry|Processed/Products
FP075|Air (Water)|83.7 g|Soto banjar, dish|Meat and Poultry|Processed/Products
FP075|Energi (Energy)|110 Kal|Soto banjar, dish|Meat and Poultry|Processed/Products
FP075|Protein (Protein)|2.9 g|Soto banjar, dish|Meat and Poultry|Processed/Products
FP075|Lemak (Fat)|9.5 g|Soto banjar, dish|Meat and Poultry|Processed/Products
FP075|Karbohidrat (CHO)|3.2 g|Soto banjar, dish|Meat and Poultry|Processed/Products
FP075|Abu (ASH)|0.7 g|Soto banjar, dish|Meat and Poultry|Processed/Products
FP075|Kalsium (Ca)|28 mg|Soto banjar, dish|Meat and Poultry|Processed/Products
FP075|Fosfor (P)|28 mg|Soto banjar, dish|Meat and Poultry|Processed/Products
FP075|Besi (Fe)|0.3 mg|Soto banjar, dish|Meat and Poultry|Processed/Products
FP075|Natrium (Na)|36 mg|Soto banjar, dish|Meat and Poultry|Processed/Products
FP075|Kalium (K)|6.0 mg|Soto banjar, dish|Meat and Poultry|Processed/Products
FP075|Tembaga (Cu)|0.00 mg|Soto banjar, dish|Meat and Poultry|Processed/Products
FP075|Seng (Zn)|0.2 mg|Soto banjar, dish|Meat and Poultry|Processed/Products
FP075|Retinol (Vit. A)|12 mcg|Soto banjar, dish|Meat and Poultry|Processed/Products
FP075|Karoten Total (Re)|770 mcg|Soto banjar, dish|Meat and Poultry|Processed/Products
FP075|Thiamin (Vit. B1)|0.05 mg|Soto banjar, dish|Meat and Poultry|Processed/Products
FP075|Vitamin C (Vit. C)|0 mg|Soto banjar, dish|Meat and Poultry|Processed/Products
FP076|Air (Water)|75.9 g|Soto betawi, dish|Meat and Poultry|Processed/Products
FP076|Energi (Energy)|135 Kal|Soto betawi, dish|Meat and Poultry|Processed/Products
FP076|Protein (Protein)|2.5 g|Soto betawi, dish|Meat and Poultry|Processed/Products
FP076|Lemak (Fat)|8.8 g|Soto betawi, dish|Meat and Poultry|Processed/Products
FP076|Karbohidrat (CHO)|11.5 g|Soto betawi, dish|Meat and Poultry|Processed/Products
FP076|Serat (Fibre)|0.5 g|Soto betawi, dish|Meat and Poultry|Processed/Products
FP076|Abu (ASH)|1.3 g|Soto betawi, dish|Meat and Poultry|Processed/Products
FP076|Kalsium (Ca)|222 mg|Soto betawi, dish|Meat and Poultry|Processed/Products
FP076|Fosfor (P)|72 mg|Soto betawi, dish|Meat and Poultry|Processed/Products
FP076|Besi (Fe)|1.9 mg|Soto betawi, dish|Meat and Poultry|Processed/Products
FP076|Retinol (Vit. A)|6 mcg|Soto betawi, dish|Meat and Poultry|Processed/Products
FP076|Karoten Total (Re)|336 mcg|Soto betawi, dish|Meat and Poultry|Processed/Products
FP076|Thiamin (Vit. B1)|0.04 mg|Soto betawi, dish|Meat and Poultry|Processed/Products
FP076|Niasin (Niacin)|0.0 mg|Soto betawi, dish|Meat and Poultry|Processed/Products
FP076|Vitamin C (Vit. C)|0 mg|Soto betawi, dish|Meat and Poultry|Processed/Products
FP077|Air (Water)|81.4 g|Offal soto, dish|Meat and Poultry|Processed/Products
FP077|Energi (Energy)|92 Kal|Offal soto, dish|Meat and Poultry|Processed/Products
FP077|Protein (Protein)|11.8 g|Offal soto, dish|Meat and Poultry|Processed/Products
FP077|Lemak (Fat)|4.3 g|Offal soto, dish|Meat and Poultry|Processed/Products
FP077|Karbohidrat (CHO)|1.4 g|Offal soto, dish|Meat and Poultry|Processed/Products
FP077|Abu (ASH)|1.1 g|Offal soto, dish|Meat and Poultry|Processed/Products
FP077|Kalsium (Ca)|218 mg|Offal soto, dish|Meat and Poultry|Processed/Products
FP077|Fosfor (P)|48 mg|Offal soto, dish|Meat and Poultry|Processed/Products
FP077|Besi (Fe)|1.9 mg|Offal soto, dish|Meat and Poultry|Processed/Products
FP077|Natrium (Na)|363 mg|Offal soto, dish|Meat and Poultry|Processed/Products
FP077|Retinol (Vit. A)|85 mcg|Offal soto, dish|Meat and Poultry|Processed/Products
FP077|Karoten Total (Re)|440 mcg|Offal soto, dish|Meat and Poultry|Processed/Products
FP077|Thiamin (Vit. B1)|0.36 mg|Offal soto, dish|Meat and Poultry|Processed/Products
FP077|Vitamin C (Vit. C)|0 mg|Offal soto, dish|Meat and Poultry|Processed/Products
FP078|Air (Water)|91.6 g|Soto kudus, masakan|Meat and Poultry|Processed/Products
FP078|Energi (Energy)|38 Kal|Soto kudus, masakan|Meat and Poultry|Processed/Products
FP078|Protein (Protein)|2.6 g|Soto kudus, masakan|Meat and Poultry|Processed/Products
FP078|Lemak (Fat)|2.3 g|Soto kudus, masakan|Meat and Poultry|Processed/Products
FP078|Karbohidrat (CHO)|1.8 g|Soto kudus, masakan|Meat and Poultry|Processed/Products
FP078|Serat (Fibre)|0.2 g|Soto kudus, masakan|Meat and Poultry|Processed/Products
FP078|Abu (ASH)|1.7 g|Soto kudus, masakan|Meat and Poultry|Processed/Products
FP078|Kalsium (Ca)|237 mg|Soto kudus, masakan|Meat and Poultry|Processed/Products
FP078|Fosfor (P)|67 mg|Soto kudus, masakan|Meat and Poultry|Processed/Products
FP078|Besi (Fe)|1.7 mg|Soto kudus, masakan|Meat and Poultry|Processed/Products
FP078|Retinol (Vit. A)|23 mcg|Soto kudus, masakan|Meat and Poultry|Processed/Products
FP078|Karoten Total (Re)|128 mcg|Soto kudus, masakan|Meat and Poultry|Processed/Products
FP078|Thiamin (Vit. B1)|0.06 mg|Soto kudus, masakan|Meat and Poultry|Processed/Products
FP078|Niasin (Niacin)|0.5 mg|Soto kudus, masakan|Meat and Poultry|Processed/Products
FP078|Vitamin C (Vit. C)|0 mg|Soto kudus, masakan|Meat and Poultry|Processed/Products
FP079|Air (Water)|89.8 g|Soto madura, dish|Meat and Poultry|Processed/Products
FP079|Energi (Energy)|60 Kal|Soto madura, dish|Meat and Poultry|Processed/Products
FP079|Protein (Protein)|3.5 g|Soto madura, dish|Meat and Poultry|Processed/Products
FP079|Lemak (Fat)|4.5 g|Soto madura, dish|Meat and Poultry|Processed/Products
FP079|Karbohidrat (CHO)|1.3 g|Soto madura, dish|Meat and Poultry|Processed/Products
FP079|Serat (Fibre)|0.0 g|Soto madura, dish|Meat and Poultry|Processed/Products
FP079|Abu (ASH)|0.9 g|Soto madura, dish|Meat and Poultry|Processed/Products
FP079|Kalsium (Ca)|361 mg|Soto madura, dish|Meat and Poultry|Processed/Products
FP079|Fosfor (P)|126 mg|Soto madura, dish|Meat and Poultry|Processed/Products
FP079|Besi (Fe)|3.8 mg|Soto madura, dish|Meat and Poultry|Processed/Products
FP079|Retinol (Vit. A)|26 mcg|Soto madura, dish|Meat and Poultry|Processed/Products
FP079|Karoten Total (Re)|121 mcg|Soto madura, dish|Meat and Poultry|Processed/Products
FP079|Thiamin (Vit. B1)|0.06 mg|Soto madura, dish|Meat and Poultry|Processed/Products
FP079|Niasin (Niacin)|0.0 mg|Soto madura, dish|Meat and Poultry|Processed/Products
FP079|Vitamin C (Vit. C)|0 mg|Soto madura, dish|Meat and Poultry|Processed/Products
FP080|Air (Water)|75.0 g|Soto padang, dish|Meat and Poultry|Processed/Products
FP080|Energi (Energy)|127 Kal|Soto padang, dish|Meat and Poultry|Processed/Products
FP080|Protein (Protein)|5.9 g|Soto padang, dish|Meat and Poultry|Processed/Products
FP080|Lemak (Fat)|6.6 g|Soto padang, dish|Meat and Poultry|Processed/Products
FP080|Karbohidrat (CHO)|11.0 g|Soto padang, dish|Meat and Poultry|Processed/Products
FP080|Serat (Fibre)|0.7 g|Soto padang, dish|Meat and Poultry|Processed/Products
FP080|Abu (ASH)|2.0 g|Soto padang, dish|Meat and Poultry|Processed/Products
FP080|Kalsium (Ca)|298 mg|Soto padang, dish|Meat and Poultry|Processed/Products
FP080|Fosfor (P)|94 mg|Soto padang, dish|Meat and Poultry|Processed/Products
FP080|Besi (Fe)|1.5 mg|Soto padang, dish|Meat and Poultry|Processed/Products
FP080|Retinol (Vit. A)|12 mcg|Soto padang, dish|Meat and Poultry|Processed/Products
FP080|Karoten Total (Re)|204 mcg|Soto padang, dish|Meat and Poultry|Processed/Products
FP080|Thiamin (Vit. B1)|0.22 mg|Soto padang, dish|Meat and Poultry|Processed/Products
FP080|Niasin (Niacin)|0.0 mg|Soto padang, dish|Meat and Poultry|Processed/Products
FP080|Vitamin C (Vit. C)|0 mg|Soto padang, dish|Meat and Poultry|Processed/Products
FP081|Air (Water)|83.8 g|Soto pekalongan, dish|Meat and Poultry|Processed/Products
FP081|Energi (Energy)|94 Kal|Soto pekalongan, dish|Meat and Poultry|Processed/Products
FP081|Protein (Protein)|3.0 g|Soto pekalongan, dish|Meat and Poultry|Processed/Products
FP081|Lemak (Fat)|6.8 g|Soto pekalongan, dish|Meat and Poultry|Processed/Products
FP081|Karbohidrat (CHO)|5.1 g|Soto pekalongan, dish|Meat and Poultry|Processed/Products
FP081|Serat (Fibre)|0.3 g|Soto pekalongan, dish|Meat and Poultry|Processed/Products
FP081|Abu (ASH)|1.3 g|Soto pekalongan, dish|Meat and Poultry|Processed/Products
FP081|Kalsium (Ca)|322 mg|Soto pekalongan, dish|Meat and Poultry|Processed/Products
FP081|Fosfor (P)|79 mg|Soto pekalongan, dish|Meat and Poultry|Processed/Products
FP081|Besi (Fe)|2.0 mg|Soto pekalongan, dish|Meat and Poultry|Processed/Products
FP081|Retinol (Vit. A)|14 mcg|Soto pekalongan, dish|Meat and Poultry|Processed/Products
FP081|Karoten Total (Re)|119 mcg|Soto pekalongan, dish|Meat and Poultry|Processed/Products
FP081|Thiamin (Vit. B1)|0.29 mg|Soto pekalongan, dish|Meat and Poultry|Processed/Products
FP081|Niasin (Niacin)|0.0 mg|Soto pekalongan, dish|Meat and Poultry|Processed/Products
FP081|Vitamin C (Vit. C)|0 mg|Soto pekalongan, dish|Meat and Poultry|Processed/Products
FP082|Air (Water)|86.0 g|Soto pemalang, dish|Meat and Poultry|Processed/Products
FP082|Energi (Energy)|75 Kal|Soto pemalang, dish|Meat and Poultry|Processed/Products
FP082|Protein (Protein)|3.6 g|Soto pemalang, dish|Meat and Poultry|Processed/Products
FP082|Lemak (Fat)|5.2 g|Soto pemalang, dish|Meat and Poultry|Processed/Products
FP082|Karbohidrat (CHO)|3.5 g|Soto pemalang, dish|Meat and Poultry|Processed/Products
FP082|Serat (Fibre)|0.0 g|Soto pemalang, dish|Meat and Poultry|Processed/Products
FP082|Abu (ASH)|1.7 g|Soto pemalang, dish|Meat and Poultry|Processed/Products
FP082|Kalsium (Ca)|170 mg|Soto pemalang, dish|Meat and Poultry|Processed/Products
FP082|Fosfor (P)|80 mg|Soto pemalang, dish|Meat and Poultry|Processed/Products
FP082|Besi (Fe)|2.1 mg|Soto pemalang, dish|Meat and Poultry|Processed/Products
FP082|Retinol (Vit. A)|16 mcg|Soto pemalang, dish|Meat and Poultry|Processed/Products
FP082|Karoten Total (Re)|30 mcg|Soto pemalang, dish|Meat and Poultry|Processed/Products
FP082|Thiamin (Vit. B1)|0.13 mg|Soto pemalang, dish|Meat and Poultry|Processed/Products
FP082|Niasin (Niacin)|0.0 mg|Soto pemalang, dish|Meat and Poultry|Processed/Products
FP082|Vitamin C (Vit. C)|0 mg|Soto pemalang, dish|Meat and Poultry|Processed/Products
FP083|Air (Water)|75.9 g|Soto sukaraja, dish|Meat and Poultry|Processed/Products
FP083|Energi (Energy)|80 Kal|Soto sukaraja, dish|Meat and Poultry|Processed/Products
FP083|Protein (Protein)|3.2 g|Soto sukaraja, dish|Meat and Poultry|Processed/Products
FP083|Lemak (Fat)|3.5 g|Soto sukaraja, dish|Meat and Poultry|Processed/Products
FP083|Karbohidrat (CHO)|9.0 g|Soto sukaraja, dish|Meat and Poultry|Processed/Products
FP083|Serat (Fibre)|0.3 g|Soto sukaraja, dish|Meat and Poultry|Processed/Products
FP083|Abu (ASH)|1.1 g|Soto sukaraja, dish|Meat and Poultry|Processed/Products
FP083|Kalsium (Ca)|347 mg|Soto sukaraja, dish|Meat and Poultry|Processed/Products
FP083|Fosfor (P)|77 mg|Soto sukaraja, dish|Meat and Poultry|Processed/Products
FP083|Besi (Fe)|2.3 mg|Soto sukaraja, dish|Meat and Poultry|Processed/Products
FP083|Retinol (Vit. A)|12 mcg|Soto sukaraja, dish|Meat and Poultry|Processed/Products
FP083|Karoten Total (Re)|89 mcg|Soto sukaraja, dish|Meat and Poultry|Processed/Products
FP083|Thiamin (Vit. B1)|0.04 mg|Soto sukaraja, dish|Meat and Poultry|Processed/Products
FP083|Niasin (Niacin)|0.0 mg|Soto sukaraja, dish|Meat and Poultry|Processed/Products
FP083|Vitamin C (Vit. C)|0 mg|Soto sukaraja, dish|Meat and Poultry|Processed/Products
FP084|Air (Water)|88.1 g|Soto sulung, dish|Meat and Poultry|Processed/Products
FP084|Energi (Energy)|86 Kal|Soto sulung, dish|Meat and Poultry|Processed/Products
FP084|Protein (Protein)|2.3 g|Soto sulung, dish|Meat and Poultry|Processed/Products
FP084|Lemak (Fat)|8.5 g|Soto sulung, dish|Meat and Poultry|Processed/Products
FP084|Karbohidrat (CHO)|0.0 g|Soto sulung, dish|Meat and Poultry|Processed/Products
FP084|Serat (Fibre)|0.0 g|Soto sulung, dish|Meat and Poultry|Processed/Products
FP084|Abu (ASH)|1.1 g|Soto sulung, dish|Meat and Poultry|Processed/Products
FP084|Kalsium (Ca)|200 mg|Soto sulung, dish|Meat and Poultry|Processed/Products
FP084|Fosfor (P)|120 mg|Soto sulung, dish|Meat and Poultry|Processed/Products
FP084|Besi (Fe)|2.9 mg|Soto sulung, dish|Meat and Poultry|Processed/Products
FP084|Retinol (Vit. A)|20 mcg|Soto sulung, dish|Meat and Poultry|Processed/Products
FP084|Karoten Total (Re)|105 mcg|Soto sulung, dish|Meat and Poultry|Processed/Products
FP084|Thiamin (Vit. B1)|0.08 mg|Soto sulung, dish|Meat and Poultry|Processed/Products
FP084|Niasin (Niacin)|0.0 mg|Soto sulung, dish|Meat and Poultry|Processed/Products
FP084|Vitamin C (Vit. C)|0 mg|Soto sulung, dish|Meat and Poultry|Processed/Products
FP085|Air (Water)|81.0 g|Sukiyaki, dish|Meat and Poultry|Processed/Products
FP085|Energi (Energy)|75 Kal|Sukiyaki, dish|Meat and Poultry|Processed/Products
FP085|Protein (Protein)|5.6 g|Sukiyaki, dish|Meat and Poultry|Processed/Products
FP085|Lemak (Fat)|0.4 g|Sukiyaki, dish|Meat and Poultry|Processed/Products
FP085|Karbohidrat (CHO)|12.2 g|Sukiyaki, dish|Meat and Poultry|Processed/Products
FP085|Serat (Fibre)|0.2 g|Sukiyaki, dish|Meat and Poultry|Processed/Products
FP085|Abu (ASH)|0.8 g|Sukiyaki, dish|Meat and Poultry|Processed/Products
FP085|Kalsium (Ca)|109 mg|Sukiyaki, dish|Meat and Poultry|Processed/Products
FP085|Fosfor (P)|59 mg|Sukiyaki, dish|Meat and Poultry|Processed/Products
FP085|Besi (Fe)|0.5 mg|Sukiyaki, dish|Meat and Poultry|Processed/Products
FP085|Natrium (Na)|426 mg|Sukiyaki, dish|Meat and Poultry|Processed/Products
FP085|Retinol (Vit. A)|41 mcg|Sukiyaki, dish|Meat and Poultry|Processed/Products
FP085|Karoten Total (Re)|1,200 mcg|Sukiyaki, dish|Meat and Poultry|Processed/Products
FP085|Thiamin (Vit. B1)|0.37 mg|Sukiyaki, dish|Meat and Poultry|Processed/Products
FP085|Vitamin C (Vit. C)|0 mg|Sukiyaki, dish|Meat and Poultry|Processed/Products
FP086|Air (Water)|81.7 g|Tedong pallu basa, dish|Meat and Poultry|Processed/Products
FP086|Energi (Energy)|83 Kal|Tedong pallu basa, dish|Meat and Poultry|Processed/Products
FP086|Protein (Protein)|10.4 g|Tedong pallu basa, dish|Meat and Poultry|Processed/Products
FP086|Lemak (Fat)|3.4 g|Tedong pallu basa, dish|Meat and Poultry|Processed/Products
FP086|Karbohidrat (CHO)|2.8 g|Tedong pallu basa, dish|Meat and Poultry|Processed/Products
FP086|Abu (ASH)|1.7 g|Tedong pallu basa, dish|Meat and Poultry|Processed/Products
FP086|Kalsium (Ca)|10 mg|Tedong pallu basa, dish|Meat and Poultry|Processed/Products
FP086|Fosfor (P)|139 mg|Tedong pallu basa, dish|Meat and Poultry|Processed/Products
FP086|Besi (Fe)|2.6 mg|Tedong pallu basa, dish|Meat and Poultry|Processed/Products
FP086|Natrium (Na)|397 mg|Tedong pallu basa, dish|Meat and Poultry|Processed/Products
FP086|Kalium (K)|34.0 mg|Tedong pallu basa, dish|Meat and Poultry|Processed/Products
FP086|Tembaga (Cu)|0.60 mg|Tedong pallu basa, dish|Meat and Poultry|Processed/Products
FP086|Seng (Zn)|1.3 mg|Tedong pallu basa, dish|Meat and Poultry|Processed/Products
FP086|Thiamin (Vit. B1)|0.09 mg|Tedong pallu basa, dish|Meat and Poultry|Processed/Products
FP086|Riboflavin (Vit. B2)|0.53 mg|Tedong pallu basa, dish|Meat and Poultry|Processed/Products
FP086|Niasin (Niacin)|9.0 mg|Tedong pallu basa, dish|Meat and Poultry|Processed/Products
FP086|Vitamin C (Vit. C)|0 mg|Tedong pallu basa, dish|Meat and Poultry|Processed/Products
FP087|Air (Water)|54.9 g|Rat rica, dish|Meat and Poultry|Processed/Products
FP087|Energi (Energy)|257 Kal|Rat rica, dish|Meat and Poultry|Processed/Products
FP087|Protein (Protein)|18.8 g|Rat rica, dish|Meat and Poultry|Processed/Products
FP087|Lemak (Fat)|18.5 g|Rat rica, dish|Meat and Poultry|Processed/Products
FP087|Karbohidrat (CHO)|3.8 g|Rat rica, dish|Meat and Poultry|Processed/Products
FP087|Abu (ASH)|4.0 g|Rat rica, dish|Meat and Poultry|Processed/Products
FP087|Kalsium (Ca)|232 mg|Rat rica, dish|Meat and Poultry|Processed/Products
FP087|Fosfor (P)|293 mg|Rat rica, dish|Meat and Poultry|Processed/Products
FP087|Besi (Fe)|6.5 mg|Rat rica, dish|Meat and Poultry|Processed/Products
FP087|Natrium (Na)|1,724 mg|Rat rica, dish|Meat and Poultry|Processed/Products
FP087|Kalium (K)|308.0 mg|Rat rica, dish|Meat and Poultry|Processed/Products
FP087|Tembaga (Cu)|0.50 mg|Rat rica, dish|Meat and Poultry|Processed/Products
FP087|Seng (Zn)|2.3 mg|Rat rica, dish|Meat and Poultry|Processed/Products
FP087|Retinol (Vit. A)|674 mcg|Rat rica, dish|Meat and Poultry|Processed/Products
FP087|Thiamin (Vit. B1)|0.28 mg|Rat rica, dish|Meat and Poultry|Processed/Products
FP087|Riboflavin (Vit. B2)|0.38 mg|Rat rica, dish|Meat and Poultry|Processed/Products
FP088|Air (Water)|31.6 g|Tinoransa, dish|Meat and Poultry|Processed/Products
FP088|Energi (Energy)|516 Kal|Tinoransa, dish|Meat and Poultry|Processed/Products
FP088|Protein (Protein)|17.7 g|Tinoransa, dish|Meat and Poultry|Processed/Products
FP088|Lemak (Fat)|49.5 g|Tinoransa, dish|Meat and Poultry|Processed/Products
FP088|Karbohidrat (CHO)|0.0 g|Tinoransa, dish|Meat and Poultry|Processed/Products
FP088|Abu (ASH)|1.2 g|Tinoransa, dish|Meat and Poultry|Processed/Products
FP088|Kalsium (Ca)|698 mg|Tinoransa, dish|Meat and Poultry|Processed/Products
FP088|Fosfor (P)|648 mg|Tinoransa, dish|Meat and Poultry|Processed/Products
FP088|Besi (Fe)|3.5 mg|Tinoransa, dish|Meat and Poultry|Processed/Products
FP088|Natrium (Na)|1,307 mg|Tinoransa, dish|Meat and Poultry|Processed/Products
FP088|Kalium (K)|320.0 mg|Tinoransa, dish|Meat and Poultry|Processed/Products
FP088|Tembaga (Cu)|0.10 mg|Tinoransa, dish|Meat and Poultry|Processed/Products
FP088|Seng (Zn)|1.8 mg|Tinoransa, dish|Meat and Poultry|Processed/Products
FP088|Retinol (Vit. A)|710 mcg|Tinoransa, dish|Meat and Poultry|Processed/Products
FP088|Thiamin (Vit. B1)|0.29 mg|Tinoransa, dish|Meat and Poultry|Processed/Products
FP088|Riboflavin (Vit. B2)|0.17 mg|Tinoransa, dish|Meat and Poultry|Processed/Products
FR001|Air (Water)|62.0 g|Veal, meat, fat, fresh|Meat and Poultry|Raw
FR001|Energi (Energy)|184 Kal|Veal, meat, fat, fresh|Meat and Poultry|Raw
FR001|Protein (Protein)|18.8 g|Veal, meat, fat, fresh|Meat and Poultry|Raw
FR001|Lemak (Fat)|14.0 g|Veal, meat, fat, fresh|Meat and Poultry|Raw
FR001|Karbohidrat (CHO)|0.0 g|Veal, meat, fat, fresh|Meat and Poultry|Raw
FR001|Serat (Fibre)|0.0 g|Veal, meat, fat, fresh|Meat and Poultry|Raw
FR001|Abu (ASH)|5.2 g|Veal, meat, fat, fresh|Meat and Poultry|Raw
FR001|Kalsium (Ca)|10 mg|Veal, meat, fat, fresh|Meat and Poultry|Raw
FR001|Fosfor (P)|200 mg|Veal, meat, fat, fresh|Meat and Poultry|Raw
FR001|Besi (Fe)|2.2 mg|Veal, meat, fat, fresh|Meat and Poultry|Raw
FR001|Natrium (Na)|118 mg|Veal, meat, fat, fresh|Meat and Poultry|Raw
FR001|Kalium (K)|490.1 mg|Veal, meat, fat, fresh|Meat and Poultry|Raw
FR001|Tembaga (Cu)|0.17 mg|Veal, meat, fat, fresh|Meat and Poultry|Raw
FR001|Seng (Zn)|3.3 mg|Veal, meat, fat, fresh|Meat and Poultry|Raw
FR001|Retinol (Vit. A)|12 mcg|Veal, meat, fat, fresh|Meat and Poultry|Raw
FR001|Beta-Karoten (Carotenes)|37 mcg|Veal, meat, fat, fresh|Meat and Poultry|Raw
FR001|Thiamin (Vit. B1)|0.13 mg|Veal, meat, fat, fresh|Meat and Poultry|Raw
FR001|Riboflavin (Vit. B2)|0.17 mg|Veal, meat, fat, fresh|Meat and Poultry|Raw
FR001|Niasin (Niacin)|7.0 mg|Veal, meat, fat, fresh|Meat and Poultry|Raw
FR002|Air (Water)|69.0 g|Veal, meat, lean, fresh|Meat and Poultry|Raw
FR002|Energi (Energy)|174 Kal|Veal, meat, lean, fresh|Meat and Poultry|Raw
FR002|Protein (Protein)|19.6 g|Veal, meat, lean, fresh|Meat and Poultry|Raw
FR002|Lemak (Fat)|10.0 g|Veal, meat, lean, fresh|Meat and Poultry|Raw
FR002|Karbohidrat (CHO)|0.0 g|Veal, meat, lean, fresh|Meat and Poultry|Raw
FR002|Serat (Fibre)|0.0 g|Veal, meat, lean, fresh|Meat and Poultry|Raw
FR002|Abu (ASH)|1.4 g|Veal, meat, lean, fresh|Meat and Poultry|Raw
FR002|Kalsium (Ca)|11 mg|Veal, meat, lean, fresh|Meat and Poultry|Raw
FR002|Fosfor (P)|201 mg|Veal, meat, lean, fresh|Meat and Poultry|Raw
FR002|Besi (Fe)|2.9 mg|Veal, meat, lean, fresh|Meat and Poultry|Raw
FR002|Natrium (Na)|96 mg|Veal, meat, lean, fresh|Meat and Poultry|Raw
FR002|Kalium (K)|399.8 mg|Veal, meat, lean, fresh|Meat and Poultry|Raw
FR002|Tembaga (Cu)|0.14 mg|Veal, meat, lean, fresh|Meat and Poultry|Raw
FR002|Seng (Zn)|2.7 mg|Veal, meat, lean, fresh|Meat and Poultry|Raw
FR002|Retinol (Vit. A)|6 mcg|Veal, meat, lean, fresh|Meat and Poultry|Raw
FR002|Beta-Karoten (Carotenes)|30 mcg|Veal, meat, lean, fresh|Meat and Poultry|Raw
FR002|Thiamin (Vit. B1)|0.08 mg|Veal, meat, lean, fresh|Meat and Poultry|Raw
FR002|Riboflavin (Vit. B2)|0.14 mg|Veal, meat, lean, fresh|Meat and Poultry|Raw
FR002|Niasin (Niacin)|5.7 mg|Veal, meat, lean, fresh|Meat and Poultry|Raw
FR002|Vitamin C (Vit. C)|0 mg|Veal, meat, lean, fresh|Meat and Poultry|Raw
FR003|Air (Water)|68.0 g|Veal, meat, medium fat, fresh|Meat and Poultry|Raw
FR003|Energi (Energy)|190 Kal|Veal, meat, medium fat, fresh|Meat and Poultry|Raw
FR003|Protein (Protein)|19.1 g|Veal, meat, medium fat, fresh|Meat and Poultry|Raw
FR003|Lemak (Fat)|12.0 g|Veal, meat, medium fat, fresh|Meat and Poultry|Raw
FR003|Karbohidrat (CHO)|0.0 g|Veal, meat, medium fat, fresh|Meat and Poultry|Raw
FR003|Serat (Fibre)|0.0 g|Veal, meat, medium fat, fresh|Meat and Poultry|Raw
FR003|Abu (ASH)|0.9 g|Veal, meat, medium fat, fresh|Meat and Poultry|Raw
FR003|Kalsium (Ca)|11 mg|Veal, meat, medium fat, fresh|Meat and Poultry|Raw
FR003|Fosfor (P)|193 mg|Veal, meat, medium fat, fresh|Meat and Poultry|Raw
FR003|Besi (Fe)|2.9 mg|Veal, meat, medium fat, fresh|Meat and Poultry|Raw
FR003|Natrium (Na)|99 mg|Veal, meat, medium fat, fresh|Meat and Poultry|Raw
FR003|Kalium (K)|412.7 mg|Veal, meat, medium fat, fresh|Meat and Poultry|Raw
FR003|Tembaga (Cu)|0.14 mg|Veal, meat, medium fat, fresh|Meat and Poultry|Raw
FR003|Seng (Zn)|2.8 mg|Veal, meat, medium fat, fresh|Meat and Poultry|Raw
FR003|Retinol (Vit. A)|12 mcg|Veal, meat, medium fat, fresh|Meat and Poultry|Raw
